true_label,pred_label,correct,confidence,logit_0,logit_1,logit_2
2,2,1,0.4436919093132019,-0.8301543593406677,-2.1175496578216553,-0.8126248717308044
2,2,1,0.582609236240387,-2.2197601795196533,-1.1752049922943115,-0.540238618850708
0,1,0,0.9526284337043762,-5.357590198516846,-0.04853034391999245,-3.154510021209717
2,2,1,0.6319074630737305,-1.529870867729187,-1.8869789838790894,-0.45901232957839966
1,0,0,0.611250102519989,-0.492249071598053,-4.053735733032227,-0.9904958009719849
1,2,0,0.5034427046775818,-3.214200258255005,-0.7844517827033997,-0.6862853765487671
2,1,0,0.570391833782196,-3.240756034851074,-0.5614317655563354,-0.9403942227363586
1,1,1,0.5438368916511536,-2.16190505027771,-0.6091058850288391,-1.0757043361663818
1,2,0,0.8380250334739685,-2.345439910888672,-2.715529441833496,-0.17670731246471405
0,2,0,0.6605095863342285,-1.1339317560195923,-4.03279447555542,-0.4147436320781708
1,2,0,0.5068162679672241,-0.8048766851425171,-3.078230142593384,-0.6796067357063293
1,0,0,0.48160380125045776,-0.7306334972381592,-2.4478023052215576,-0.8395316004753113
2,2,1,0.885975182056427,-2.699143648147583,-3.0626919269561768,-0.12106633931398392
0,0,1,0.9222279191017151,-0.0809628814458847,-4.293463706970215,-2.747082471847534
1,2,0,0.5429651141166687,-1.0987406969070435,-2.0895376205444336,-0.6107102036476135
2,2,1,0.5948746204376221,-1.7792080640792847,-1.4424259662628174,-0.5194046497344971
1,1,1,0.9799220561981201,-6.872232437133789,-0.020282244309782982,-3.9611170291900635
1,2,0,0.6644704341888428,-1.1474663019180298,-4.012421607971191,-0.40876489877700806
1,2,0,0.7058132886886597,-1.4555455446243286,-2.7982981204986572,-0.34840455651283264
0,1,0,0.6601355671882629,-2.304058313369751,-0.4153100550174713,-1.4270678758621216
2,2,1,0.8349153995513916,-2.117400884628296,-3.10687518119812,-0.18042488396167755
0,2,0,0.7754400372505188,-2.6491148471832275,-1.8718016147613525,-0.25432461500167847
2,2,1,0.6530458927154541,-1.6261944770812988,-1.8952717781066895,-0.42610788345336914
2,2,1,0.7564128637313843,-2.423733711242676,-1.8643501996994019,-0.27916795015335083
0,2,0,0.6524872183799744,-1.3720890283584595,-2.365140676498413,-0.42696353793144226
1,0,0,0.4514124393463135,-0.795373797416687,-2.238354444503784,-0.8165501356124878
0,2,0,0.4247356057167053,-1.8554472923278809,-0.8701672554016113,-0.8562884330749512
0,2,0,0.5546057224273682,-0.860083818435669,-3.8046162128448486,-0.5894978046417236
0,2,0,0.7186423540115356,-1.836653470993042,-2.1036698818206787,-0.3303915560245514
1,1,1,0.92866051197052,-6.3451151847839355,-0.07401204109191895,-2.665217638015747
0,0,1,0.5783373713493347,-0.5475978851318359,-4.2989888191223145,-0.896291196346283
1,1,1,0.49800822138786316,-3.103386878967285,-0.6971386671066284,-0.7828644514083862
1,2,0,0.8207345604896545,-2.202260971069336,-2.677824020385742,-0.1975555270910263
1,0,0,0.5698519945144653,-0.5623786449432373,-3.147167921066284,-0.9488799571990967
0,0,1,0.6850800514221191,-0.3782195746898651,-3.293043613433838,-1.280928134918213
1,0,0,0.7212402820587158,-0.3267829418182373,-4.141482830047607,-1.3361318111419678
0,2,0,0.8192014694213867,-1.8770467042922974,-3.584260940551758,-0.19942523539066315
0,0,1,0.7870666980743408,-0.23944228887557983,-3.6472954750061035,-1.6773322820663452
0,2,0,0.818341851234436,-1.867039442062378,-3.6090524196624756,-0.2004750519990921
0,0,1,0.8359642624855042,-0.1791694164276123,-3.458211660385132,-2.0207972526550293
0,0,1,0.6570931673049927,-0.41992947459220886,-4.931706428527832,-1.0915592908859253
0,0,1,0.7122474908828735,-0.3393298387527466,-3.4736549854278564,-1.3596564531326294
0,2,0,0.6584619879722595,-1.9973783493041992,-1.5806196928024292,-0.41784849762916565
2,0,0,0.6931505799293518,-0.36650800704956055,-3.808250904083252,-1.25645112991333
1,2,0,0.5199626088142395,-0.7871931791305542,-3.692206382751465,-0.6539983749389648
0,2,0,0.5553515553474426,-0.9354172945022583,-2.9521684646606445,-0.5881539583206177
0,0,1,0.6166508793830872,-0.4834522604942322,-3.8076047897338867,-1.018467903137207
1,2,0,0.6722244024276733,-2.094045400619507,-1.5867581367492676,-0.397163063287735
1,2,0,0.6548247337341309,-2.261434316635132,-1.4230648279190063,-0.42338764667510986
0,2,0,0.490024209022522,-0.9002717137336731,-2.2680232524871826,-0.7133004665374756
1,0,0,0.7832596898078918,-0.24429097771644592,-3.375671863555908,-1.700757622718811
2,1,0,0.8270187973976135,-3.7177369594573975,-0.1899278610944748,-1.9058759212493896
0,2,0,0.7032696604728699,-2.2174181938171387,-1.672162413597107,-0.3520148694515228
1,2,0,0.8692971467971802,-2.43164324760437,-3.1509692668914795,-0.14007027447223663
2,2,1,0.8230882883071899,-2.78482723236084,-2.1613285541534424,-0.19469180703163147
2,2,1,0.5425821542739868,-1.4953124523162842,-1.4556902647018433,-0.6114157438278198
1,1,1,0.9725165963172913,-5.3974995613098145,-0.027868138626217842,-3.774198055267334
2,2,1,0.8853705525398254,-2.612683057785034,-3.187089443206787,-0.12174902111291885
0,0,1,0.5090956687927246,-0.6751193404197693,-1.2321199178695679,-1.613291621208191
2,1,0,0.4821196496486664,-2.0365383625030518,-0.7295629382133484,-0.9482957124710083
1,1,1,0.9098216891288757,-4.935806751251221,-0.0945066437125206,-2.4889910221099854
0,0,1,0.5966114401817322,-0.5164892673492432,-3.870954751968384,-0.9608957767486572
