true_label,pred_label,correct,confidence,logit_0,logit_1,logit_2
1,1,1,0.9282703995704651,-4.766435623168945,-0.07443220913410187,-2.761151075363159
1,1,1,0.7749248743057251,-4.416653633117676,-0.2549891769886017,-1.5464601516723633
1,1,1,0.7325416207313538,-3.4433929920196533,-0.31123512983322144,-1.446034550666809
1,1,1,0.560548722743988,-3.5914018154144287,-0.578839123249054,-0.8869950771331787
1,1,1,0.9657796025276184,-4.819272041320801,-0.034819625318050385,-3.6439905166625977
0,0,1,0.8981987833976746,-0.10736387223005295,-4.967771053314209,-2.3555362224578857
1,1,1,0.7290546894073486,-4.921811103820801,-0.31600654125213623,-1.3330973386764526
1,2,0,0.5247028470039368,-3.1709041595458984,-0.8362522125244141,-0.644923210144043
1,1,1,0.9209917187690735,-4.768375873565674,-0.08230423182249069,-2.651942491531372
1,1,1,0.8773339986801147,-4.6622185707092285,-0.13086751103401184,-2.178417682647705
1,1,1,0.966869056224823,-5.586584091186523,-0.03369220346212387,-3.527334213256836
2,2,1,0.4860474765300751,-1.751901626586914,-1.0773143768310547,-0.7214489579200745
1,1,1,0.5578821897506714,-3.619255304336548,-0.5836074948310852,-0.8787176609039307
1,1,1,0.7281254529953003,-2.2848148345947266,-0.3172818422317505,-1.7714768648147583
1,1,1,0.46524760127067566,-2.0451319217681885,-0.765185534954071,-0.9029074907302856
1,1,1,0.9788998365402222,-6.407095909118652,-0.02132595330476761,-3.9398915767669678
1,0,0,0.5467450618743896,-0.6037726402282715,-2.2324013710021973,-1.0613617897033691
1,2,0,0.47960230708122253,-0.7493892908096313,-3.041930675506592,-0.7347980737686157
1,1,1,0.9460740685462952,-4.655345916748047,-0.055434416979551315,-3.1141703128814697
1,1,1,0.8420341610908508,-4.703094005584717,-0.17193476855754852,-1.904489278793335
1,1,1,0.9186023473739624,-3.7320613861083984,-0.08490195125341415,-2.8567678928375244
1,1,1,0.8593175411224365,-5.168729305267334,-0.15161676704883575,-2.002549886703491
1,2,0,0.6201820969581604,-3.179746627807617,-1.084053874015808,-0.47774213552474976
1,1,1,0.8967878222465515,-5.134219646453857,-0.10893598198890686,-2.329745054244995
1,1,1,0.8640015125274658,-4.686997890472412,-0.14618076384067535,-2.0652692317962646
1,1,1,0.5755528807640076,-2.4254605770111084,-0.5524241924285889,-1.090615153312683
1,1,1,0.929350733757019,-5.076689720153809,-0.0732690691947937,-2.742506265640259
1,1,1,0.9775050282478333,-5.53712797164917,-0.02275184355676174,-3.9869027137756348
1,1,1,0.8737297058105469,-3.798448324203491,-0.13498421013355255,-2.264665365219116
1,1,1,0.4157410264015198,-1.4047021865844727,-0.8776927590370178,-1.0822898149490356
1,2,0,0.5808727145195007,-0.9737813472747803,-3.182666063308716,-0.5432236194610596
1,1,1,0.4585159420967102,-1.4861944913864136,-0.7797602415084839,-1.154382586479187
2,0,0,0.6445780992507935,-0.4391592741012573,-4.403103351593018,-1.0694925785064697
1,1,1,0.9554956555366516,-5.499054431915283,-0.04552506282925606,-3.2085862159729004
1,2,0,0.5321492552757263,-0.9831175208091736,-2.3675732612609863,-0.6308313012123108
1,1,1,0.7836164832115173,-3.1185686588287354,-0.24383555352687836,-1.7593127489089966
1,2,0,0.4789891541004181,-0.8553247451782227,-2.3448071479797363,-0.7360773086547852
1,1,1,0.8889715671539307,-4.028095245361328,-0.11769002676010132,-2.372791051864624
2,2,1,0.6851001977920532,-1.5530372858047485,-2.2701618671417236,-0.37819018959999084
1,1,1,0.8381300568580627,-4.474852085113525,-0.1765819936990738,-1.8939381837844849
2,0,0,0.5745490193367004,-0.5541698932647705,-1.6762549877166748,-1.433898687362671
1,1,1,0.839827299118042,-4.382000923156738,-0.17455901205539703,-1.912758708000183
1,1,1,0.784044623374939,-3.7642996311187744,-0.24328935146331787,-1.6462496519088745
1,1,1,0.7072502970695496,-3.080564498901367,-0.3463706374168396,-1.3991107940673828
1,1,1,0.8748589754104614,-3.9187679290771484,-0.13369257748126984,-2.2511746883392334
1,1,1,0.8366215825080872,-2.360191822052002,-0.17838342487812042,-2.6739916801452637
1,1,1,0.9757265448570251,-6.67367696762085,-0.024572910740971565,-3.771838665008545
1,2,0,0.7585688829421997,-2.6264069080352783,-1.7773048877716064,-0.276321679353714
2,0,0,0.45278024673461914,-0.7923483848571777,-1.8978877067565918,-0.922976016998291
0,0,1,0.6351333260536194,-0.4539203345775604,-3.610318183898926,-1.0852317810058594
1,1,1,0.9704436659812927,-4.862419605255127,-0.03000192530453205,-3.824716806411743
1,1,1,0.9176455140113831,-4.324260711669922,-0.08594411611557007,-2.672039031982422
1,1,1,0.4022364020347595,-1.2780072689056396,-0.9107152819633484,-1.1420260667800903
1,1,1,0.7286776900291443,-3.632322072982788,-0.3165237605571747,-1.4070374965667725
1,0,0,0.45389324426651,-0.7898932695388794,-1.8549433946609497,-0.9425193071365356
1,1,1,0.9407160878181458,-5.371798038482666,-0.06111389771103859,-2.9070239067077637
1,1,1,0.8233761191368103,-3.4093539714813232,-0.194342240691185,-1.9409929513931274
2,0,0,0.8585047721862793,-0.15256303548812866,-5.190897464752197,-1.9956278800964355
1,1,1,0.6507337093353271,-3.5990283489227295,-0.4296547770500183,-1.1334645748138428
1,1,1,0.7803440690040588,-4.150322914123535,-0.24802035093307495,-1.5901424884796143
2,2,1,0.5238738059997559,-1.2964478731155396,-1.5964003801345825,-0.6465044617652893
1,1,1,0.9639147520065308,-4.750888824462891,-0.03675242140889168,-3.5957090854644775
1,0,0,0.5964474678039551,-0.5167641043663025,-3.7270569801330566,-0.9689297676086426
1,1,1,0.48708269000053406,-3.4354705810546875,-0.7193213701248169,-0.7324973344802856
1,2,0,0.5349564552307129,-0.8496308922767639,-3.2841925621032715,-0.6255699396133423
1,1,1,0.6321811079978943,-3.934438943862915,-0.4585793614387512,-1.0547994375228882
1,1,1,0.6959978938102722,-3.019900321960449,-0.3624086380004883,-1.3657236099243164
1,2,0,0.4969331920146942,-1.8038004636764526,-1.083541750907898,-0.699299693107605
2,2,1,0.9027050733566284,-2.568732261657715,-3.8794422149658203,-0.10235938429832458
1,1,1,0.9764665365219116,-5.791187763214111,-0.023814797401428223,-3.8883464336395264
1,1,1,0.9912223815917969,-6.599179744720459,-0.008816368877887726,-4.904104709625244
1,1,1,0.6948132514953613,-3.5779306888580322,-0.36411216855049133,-1.2828238010406494
1,2,0,0.6478070020675659,-2.373575448989868,-1.3507500886917114,-0.4341624677181244
1,1,1,0.8308463096618652,-4.929223537445068,-0.1853104531764984,-1.8206430673599243
1,1,1,0.9713138341903687,-5.740840435028076,-0.02910565584897995,-3.6700940132141113
1,1,1,0.9855253100395203,-5.614087104797363,-0.014580470509827137,-4.525570869445801
1,1,1,0.5748514533042908,-3.5657505989074707,-0.5536435842514038,-0.9241394996643066
1,1,1,0.9616201519966125,-4.587462425231934,-0.039135757833719254,-3.5683915615081787
1,1,1,0.9544802308082581,-4.313459873199463,-0.04658834636211395,-3.4378838539123535
1,1,1,0.8785210847854614,-3.5002286434173584,-0.1295153647661209,-2.3937318325042725
1,2,0,0.5719013214111328,-1.1511847972869873,-2.1907143592834473,-0.5587888956069946
2,2,1,0.48547983169555664,-0.7944034934043884,-2.7698817253112793,-0.722617506980896
2,1,0,0.6848474740982056,-3.263946533203125,-0.3785591423511505,-1.284043312072754
1,2,0,0.4531209468841553,-0.9811131954193115,-1.760345220565796,-0.7915961742401123
1,1,1,0.7088821530342102,-2.705646514892578,-0.3440660536289215,-1.49481201171875
1,1,1,0.7642836570739746,-3.8445913791656494,-0.2688162922859192,-1.5402796268463135
2,2,1,0.4633439779281616,-1.4251160621643066,-1.2168031930923462,-0.7692856788635254
1,1,1,0.5860992074012756,-4.1259613037109375,-0.5342662334442139,-0.921924352645874
1,1,1,0.9583602547645569,-4.327685356140137,-0.04253152385354042,-3.559901237487793
1,1,1,0.46761801838874817,-2.273812770843506,-0.7601034045219421,-0.8452197313308716
1,1,1,0.900571346282959,-4.706664085388184,-0.10472588986158371,-2.4035801887512207
1,1,1,0.7330795526504517,-3.863034248352051,-0.31050097942352295,-1.402764081954956
1,0,0,0.42284947633743286,-0.86073899269104,-1.3646644353866577,-1.1341850757598877
1,1,1,0.5937456488609314,-1.9454545974731445,-0.5213042497634888,-1.3343391418457031
1,2,0,0.4353855848312378,-1.875972867012024,-0.888168454170227,-0.8315231800079346
