true_label,pred_label,correct,confidence,logit_0,logit_1
1,1,1,0.7538547515869141,-3.5589685440063477,-0.28255558013916016
1,1,1,0.9858173727989197,-5.383915424346924,-0.014284161850810051
0,0,1,0.9773628115653992,-0.022897344082593918,-5.33339786529541
1,1,1,0.6062076687812805,-4.753939151763916,-0.5005326271057129
0,1,0,0.9631756544113159,-4.631109237670898,-0.03751948103308678
1,1,1,0.9797378778457642,-5.76390266418457,-0.020470215007662773
0,0,1,0.009320569224655628,-4.675531387329102,-5.3924102783203125
1,0,0,0.7117325067520142,-0.34005314111709595,-3.198336124420166
1,1,1,0.12998037040233612,-3.454152822494507,-2.040371894836426
0,0,1,0.7611388564109802,-0.2729394733905792,-4.521718978881836
1,0,0,0.6500065326690674,-0.43077296018600464,-2.99410080909729
0,0,1,0.952556848526001,-0.04860549047589302,-5.084893703460693
0,0,1,0.6674610376358032,-0.40427425503730774,-5.279343605041504
1,0,0,0.015071254223585129,-4.194965839385986,-4.549944877624512
1,1,1,0.3534734845161438,-3.901576280593872,-1.0399467945098877
1,1,1,0.9931966066360474,-6.673962593078613,-0.006826641969382763
0,0,1,0.8329452872276306,-0.18278731405735016,-4.6753458976745605
0,0,1,0.9782012701034546,-0.022039832547307014,-5.894134521484375
0,0,1,0.5064372420310974,-0.68035489320755,-2.4840333461761475
0,0,1,0.13799606263637543,-1.9805301427841187,-4.335090160369873
1,0,0,0.05035301670432091,-2.988696813583374,-3.1969659328460693
0,0,1,0.6273987293243408,-0.46617311239242554,-4.304204940795898
1,1,1,0.8615710139274597,-4.643662452697754,-0.14899779856204987
0,0,1,0.9949280023574829,-0.005084903910756111,-7.260624885559082
0,0,1,0.6062547564506531,-0.5004550218582153,-4.613576412200928
1,1,1,0.23071648180484772,-4.455470561981201,-1.4665656089782715
0,0,1,0.9970646500587463,-0.002939666621387005,-7.056463241577148
0,0,1,0.23378264904022217,-1.4533634185791016,-4.262514114379883
1,1,1,0.9495588541030884,-5.50697135925293,-0.05175776779651642
0,0,1,0.8015490174293518,-0.22120915353298187,-2.5438344478607178
1,1,1,0.3868023753166199,-4.700538635253906,-0.9498414397239685
0,1,0,0.283904492855072,-1.6836302280426025,-1.2591173648834229
1,1,1,0.9570686221122742,-4.6049485206604,-0.04388018324971199
1,1,1,0.8031826019287109,-3.881500482559204,-0.21917319297790527
0,0,1,0.2718968987464905,-1.3023324012756348,-2.284126043319702
1,1,1,0.23819303512573242,-2.0427396297454834,-1.4346739053726196
0,0,1,0.9952763319015503,-0.004734859801828861,-6.599186420440674
1,1,1,0.7904381155967712,-4.47516393661499,-0.23516790568828583
0,0,1,0.9524892568588257,-0.04867644980549812,-5.298278331756592
1,1,1,0.9362606406211853,-3.114562749862671,-0.06586138159036636
1,1,1,0.9937453269958496,-6.047861576080322,-0.006274315528571606
1,1,1,0.6813437938690186,-2.036602258682251,-0.3836882710456848
1,1,1,0.8520146012306213,-5.120072364807129,-0.1601516157388687
0,0,1,0.710867166519165,-0.34126970171928406,-2.891728162765503
1,1,1,0.7148528695106506,-4.5308918952941895,-0.3356786072254181
0,0,1,0.9003376364707947,-0.10498543083667755,-3.8767073154449463
1,1,1,0.6268513202667236,-2.613201379776001,-0.4670459032058716
0,0,1,0.997848391532898,-0.0021539265289902687,-6.6207709312438965
0,0,1,0.9820867776870728,-0.01807560585439205,-6.652890682220459
0,0,1,0.22096996009349823,-1.5097284317016602,-3.9665088653564453
0,0,1,0.286345511674881,-1.2505561113357544,-2.4964208602905273
1,1,1,0.8337530493736267,-4.352570056915283,-0.18181802332401276
0,0,1,0.5213400721549988,-0.6513527035713196,-5.774369239807129
0,0,1,0.9099007844924927,-0.09441971033811569,-5.637716770172119
0,1,0,0.15564003586769104,-3.4118576049804688,-1.8602094650268555
1,1,1,0.22136034071445465,-2.10506272315979,-1.5079634189605713
1,1,1,0.4710164964199066,-3.2487289905548096,-0.7528620958328247
0,0,1,0.7387884855270386,-0.3027436137199402,-3.3324549198150635
1,1,1,0.9867327809333801,-6.886314392089844,-0.013356015086174011
0,0,1,0.009207307361066341,-4.687757968902588,-5.099107265472412
1,1,1,0.49085333943367004,-1.5476809740066528,-0.7116100192070007
0,1,0,0.10128659009933472,-2.474682569503784,-2.2898013591766357
0,0,1,0.9884263277053833,-0.011641168966889381,-6.200982570648193
1,1,1,0.030177677050232887,-5.3661675453186035,-3.50065279006958
0,0,1,0.9421314001083374,-0.0596105232834816,-6.65583610534668
1,1,1,0.49227237701416016,-2.662210464477539,-0.7087231278419495
0,1,0,0.23576484620571136,-3.442206382751465,-1.4449204206466675
1,1,1,0.10870262235403061,-3.069288492202759,-2.219139337539673
1,1,1,0.7573279142379761,-5.190692901611328,-0.2779589593410492
1,1,1,0.9311112761497498,-5.004074573516846,-0.0713764876127243
1,1,1,0.9890128374099731,-6.401171684265137,-0.011047967709600925
1,0,0,0.4162483215332031,-0.8764733076095581,-4.8545823097229
1,1,1,0.2634570598602295,-4.381161689758301,-1.3338649272918701
0,0,1,0.888683021068573,-0.11801466345787048,-4.405086994171143
0,0,1,0.9267499446868896,-0.07607149332761765,-5.318324089050293
1,1,1,0.8167617321014404,-5.6382269859313965,-0.2024078667163849
1,1,1,0.23446699976921082,-1.674244999885559,-1.450440526008606
1,0,0,0.29396969079971313,-1.2242785692214966,-4.4308390617370605
0,0,1,0.2138720601797104,-1.542377233505249,-3.668052911758423
1,1,1,0.8074288368225098,-3.1191976070404053,-0.2139003574848175
0,0,1,0.24828346073627472,-1.3931843042373657,-2.4221551418304443
0,0,1,0.999198853969574,-0.0008014671038836241,-8.264686584472656
0,0,1,0.5212646126747131,-0.651497483253479,-1.1661278009414673
1,1,1,0.7717838287353516,-4.521523952484131,-0.25905078649520874
1,1,1,0.8472115993499756,-4.329236030578613,-0.16580478847026825
0,0,1,0.9720602631568909,-0.028337476775050163,-5.3589372634887695
1,1,1,0.8215315937995911,-3.8784234523773193,-0.19658488035202026
0,0,1,0.8537296056747437,-0.15814074873924255,-5.705794334411621
1,1,1,0.444375216960907,-3.558006525039673,-0.8110859990119934
1,1,1,0.9302548170089722,-5.183976173400879,-0.07229673117399216
1,1,1,0.8208850026130676,-4.466517448425293,-0.19737224280834198
0,0,1,0.359403520822525,-1.0233094692230225,-5.02738094329834
1,1,1,0.27679863572120667,-3.662928819656372,-1.284464955329895
0,0,1,0.5729087591171265,-0.5570288300514221,-5.169811248779297
0,0,1,0.9515419006347656,-0.04967155680060387,-5.647374153137207
1,1,1,0.984377920627594,-6.727657318115234,-0.015745390206575394
1,0,0,0.042925603687763214,-3.148286819458008,-3.64993953704834
1,1,1,0.6258257031440735,-3.1033554077148438,-0.4686833620071411
0,0,1,0.99293053150177,-0.007094575557857752,-6.485866546630859
0,0,1,0.912402868270874,-0.09167364239692688,-4.5179009437561035
1,0,0,0.708209216594696,-0.3450157344341278,-2.878310441970825
0,0,1,0.3221641182899475,-1.1326942443847656,-4.192344665527344
1,1,1,0.8968421816825867,-4.983617305755615,-0.10887537151575089
1,1,1,0.3741385340690613,-4.669765949249268,-0.9831291437149048
0,0,1,0.5211694240570068,-0.6516801118850708,-4.9552812576293945
0,0,1,0.9508512020111084,-0.05039769411087036,-5.934657573699951
0,0,1,0.9544285535812378,-0.0466424897313118,-5.171510696411133
1,1,1,0.23100343346595764,-3.3169338703155518,-1.465322732925415
1,1,1,0.3648383319377899,-3.136667013168335,-1.008301019668579
1,0,0,0.3123101592063904,-1.1637585163116455,-1.650428056716919
0,0,1,0.8478069305419922,-0.16510234773159027,-5.940401554107666
0,0,1,0.9882929921150208,-0.011776074767112732,-6.65488862991333
0,0,1,0.24101631343364716,-1.4228906631469727,-1.9134063720703125
0,0,1,0.4735599160194397,-0.7474766969680786,-5.241927146911621
1,0,0,0.009304637089371681,-4.677242279052734,-4.911166191101074
0,0,1,0.3116590082645416,-1.1658456325531006,-2.836045980453491
1,1,1,0.6550322771072388,-3.306272506713867,-0.4230707585811615
0,0,1,0.7949955463409424,-0.2294187694787979,-4.0265069007873535
1,1,1,0.26024049520492554,-3.1442201137542725,-1.3461490869522095
0,0,1,0.9770618081092834,-0.023205365985631943,-6.040374755859375
1,1,1,0.3159599304199219,-4.218288421630859,-1.1521399021148682
1,1,1,0.6911608576774597,-1.8924959897994995,-0.36938270926475525
1,1,1,0.9550316333770752,-4.500899314880371,-0.0460108146071434
1,1,1,0.7958594560623169,-6.40421724319458,-0.22833266854286194
1,1,1,0.942206859588623,-3.525054693222046,-0.059530433267354965
0,0,1,0.9932899475097656,-0.0067326659336686134,-6.458836078643799
1,1,1,0.8680036067962646,-4.438331604003906,-0.1415594071149826
0,0,1,0.9916763305664062,-0.008358504623174667,-6.225925922393799
0,0,1,0.9125935435295105,-0.0914648175239563,-5.974996566772461
1,1,1,0.48951563239097595,-1.8651232719421387,-0.7143388986587524
1,1,1,0.7817270159721375,-4.682785511016846,-0.24624969065189362
0,0,1,0.37292227149009705,-0.9863852858543396,-5.6783037185668945
0,0,1,0.9012783765792847,-0.10394110530614853,-6.801580429077148
0,0,1,0.26295769214630127,-1.3357621431350708,-4.096677780151367
0,0,1,0.9773867130279541,-0.022872887551784515,-5.877692222595215
1,1,1,0.9828485250473022,-5.9562482833862305,-0.017300264909863472
0,0,1,0.2609812617301941,-1.343306541442871,-5.8895263671875
0,0,1,0.9411705732345581,-0.06063088774681091,-3.404513359069824
1,1,1,0.8894422054290771,-3.8761682510375977,-0.11716074496507645
0,0,1,0.757473349571228,-0.2777669131755829,-4.124264717102051
1,1,1,0.8955038189888,-5.046246528625488,-0.11036878824234009
0,0,1,0.8610853552818298,-0.14956164360046387,-4.4531073570251465
0,0,1,0.9816585183143616,-0.01851177215576172,-5.959583759307861
1,1,1,0.899101972579956,-4.872496128082275,-0.10635881870985031
1,1,1,0.803242564201355,-2.7568717002868652,-0.2190985381603241
1,1,1,0.8933851718902588,-3.8364756107330322,-0.11273746937513351
1,1,1,0.9712606072425842,-6.003096580505371,-0.029160456731915474
1,1,1,0.6897109150886536,-4.7834014892578125,-0.3714827299118042
0,0,1,0.9084843397140503,-0.09597762674093246,-5.411016464233398
1,1,1,0.4249049425125122,-4.9827399253845215,-0.8558897972106934
0,1,0,0.10114333778619766,-2.73993182182312,-2.2912166118621826
1,1,1,0.2790206968784332,-2.742701768875122,-1.276469349861145
1,0,0,0.664847731590271,-0.4081972539424896,-2.167337656021118
0,0,1,0.8781245350837708,-0.1299668550491333,-3.449030876159668
0,0,1,0.5797930955886841,-0.5450839996337891,-2.782285690307617
1,1,1,0.9690439105033875,-4.419241905212402,-0.03144535422325134
0,0,1,0.9815040826797485,-0.01866910606622696,-5.709900856018066
0,0,1,0.8058233261108398,-0.2158907651901245,-5.729245185852051
0,0,1,0.8534359335899353,-0.1584848016500473,-5.013802528381348
1,1,1,0.2817092537879944,-5.12678861618042,-1.2668797969818115
1,1,1,0.9555463790893555,-5.376119613647461,-0.045471977442502975
1,1,1,0.6628207564353943,-4.425434112548828,-0.41125068068504333
1,0,0,0.508794903755188,-0.6757102608680725,-0.8266980051994324
0,0,1,0.995552122592926,-0.004457798786461353,-6.934696674346924
0,0,1,0.6166397929191589,-0.48347023129463196,-4.713436603546143
0,0,1,0.9964756369590759,-0.0035305882338434458,-7.631442070007324
0,0,1,0.6734747886657715,-0.39530470967292786,-4.469485282897949
1,0,0,0.5851777791976929,-0.5358395576477051,-2.1050305366516113
1,0,0,0.6186818480491638,-0.4801640212535858,-2.3526077270507812
0,0,1,0.8828612565994263,-0.12458721548318863,-4.77187442779541
1,0,0,0.06490616500377655,-2.7348127365112305,-2.9080867767333984
1,1,1,0.3543790280818939,-4.3707051277160645,-1.0373882055282593
0,0,1,0.9969910383224487,-0.0030134976841509342,-6.4064435958862305
0,1,0,0.6493813991546631,-4.0652923583984375,-0.4317350685596466
1,1,1,0.06183920428156853,-3.3254854679107666,-2.783217668533325
1,1,1,0.9446802735328674,-4.83942174911499,-0.0569087415933609
1,1,1,0.9789719581604004,-5.409775257110596,-0.021252280101180077
1,0,0,0.08843492716550827,-2.425488233566284,-3.090076208114624
1,0,0,0.18691910803318024,-1.6770793199539185,-3.6461803913116455
0,0,1,0.9424968957901001,-0.05922265350818634,-5.336838245391846
0,0,1,0.7001912593841553,-0.3564017415046692,-6.292264938354492
0,0,1,0.9762477278709412,-0.024038905277848244,-6.462222576141357
0,0,1,0.9469796419143677,-0.05447768419981003,-6.144704341888428
0,0,1,0.798678457736969,-0.2247968465089798,-4.71146297454834
1,1,1,0.3619426488876343,-4.298604488372803,-1.0162694454193115
0,1,0,0.6013777852058411,-2.834768295288086,-0.508531928062439
0,0,1,0.7827520370483398,-0.24493931233882904,-5.010127544403076
0,0,1,0.11333275586366653,-2.177427053451538,-2.9277446269989014
1,1,1,0.9806899428367615,-5.514786243438721,-0.019498931244015694
1,1,1,0.9280675053596497,-4.230377197265625,-0.07465080916881561
1,1,1,0.9773392081260681,-6.0915937423706055,-0.022921493276953697
0,0,1,0.9942658543586731,-0.005750649143010378,-6.886422634124756
