true_label,pred_label,correct,confidence,logit_0,logit_1
0,0,1,0.6064032912254333,-0.5002100467681885,-1.7570240497589111
1,0,0,0.37685108184814453,-0.975905179977417,-1.2499606609344482
0,0,1,0.38049986958503723,-0.9662694334983826,-1.64762544631958
1,1,1,0.7177745699882507,-2.8727405071258545,-0.33159980177879333
1,0,0,0.846102237701416,-0.16711507737636566,-1.9811757802963257
0,0,1,0.6326399445533752,-0.4578538239002228,-2.2624130249023438
1,1,1,0.2416469007730484,-1.9024102687835693,-1.420277714729309
1,1,1,0.6051607131958008,-1.6471549272537231,-0.502261221408844
1,1,1,0.9544653296470642,-3.23551869392395,-0.046603959053754807
0,0,1,0.6827707886695862,-0.38159608840942383,-1.3227883577346802
1,1,1,0.8451801538467407,-2.080617666244507,-0.16820546984672546
0,0,1,0.8691723942756653,-0.14021378755569458,-2.409838914871216
0,0,1,0.6629787087440491,-0.4110124111175537,-1.7499430179595947
1,1,1,0.920171856880188,-2.6029000282287598,-0.08319482207298279
0,0,1,0.9754940867424011,-0.02481118030846119,-4.249318599700928
1,1,1,0.9927186965942383,-5.003805160522461,-0.007307941559702158
1,1,1,0.7980234026908875,-1.8648576736450195,-0.22561734914779663
0,0,1,0.7656434774398804,-0.2670387327671051,-2.1721816062927246
1,1,1,0.9825862646102905,-4.129096508026123,-0.017567137256264687
1,1,1,0.9435740113258362,-4.221096515655518,-0.05808047205209732
1,1,1,0.7428723573684692,-1.8362563848495483,-0.2972310483455658
1,1,1,0.6316086649894714,-1.2198030948638916,-0.4594852924346924
0,1,0,0.7437921166419983,-1.3891295194625854,-0.2959936857223511
0,0,1,0.9738270044326782,-0.026521604508161545,-3.6871602535247803
1,1,1,0.9788525700569153,-4.011606216430664,-0.021374240517616272
0,0,1,0.467599093914032,-0.7601439952850342,-0.7775214314460754
0,1,0,0.4881463050842285,-0.852495551109314,-0.7171401381492615
1,1,1,0.9128663539886475,-2.7063581943511963,-0.09116578847169876
1,1,1,0.9716249108314514,-4.042236328125,-0.02878544293344021
0,0,1,0.694413959980011,-0.3646870255470276,-1.6515326499938965
0,0,1,0.7844893932342529,-0.24272222816944122,-1.8184177875518799
1,1,1,0.9435955882072449,-3.4346563816070557,-0.05805760622024536
1,1,1,0.7106848359107971,-1.5604979991912842,-0.34152621030807495
