true_label,pred_label,correct,confidence,logit_0,logit_1,logit_2
1,1,1,0.9761448502540588,-4.036427021026611,-0.024144291877746582,-5.0840582847595215
1,1,1,0.9606241583824158,-4.802267551422119,-0.040172040462493896,-3.468465805053711
1,1,1,0.9780032634735107,-4.47601318359375,-0.022242272272706032,-4.545199394226074
1,1,1,0.9695566296577454,-3.7254035472869873,-0.030916394665837288,-5.060877799987793
1,1,1,0.923139750957489,-2.5901527404785156,-0.07997464388608932,-6.291688919067383
0,0,1,0.9379289746284485,-0.06408105045557022,-3.0871241092681885,-4.108157157897949
1,1,1,0.9610468745231628,-4.925337314605713,-0.03973209485411644,-3.451662302017212
1,1,1,0.470323771238327,-2.7556710243225098,-0.7543339729309082,-0.7633338570594788
1,1,1,0.9964046478271484,-5.819385528564453,-0.003601830918341875,-7.376315116882324
1,1,1,0.9920541048049927,-5.011297225952148,-0.007977631874382496,-6.658055305480957
1,1,1,0.9819009900093079,-4.027641773223877,-0.018264800310134888,-8.171058654785156
2,1,0,0.6075531840324402,-1.941185712814331,-0.49831557273864746,-1.3906513452529907
1,1,1,0.777195394039154,-1.7258780002593994,-0.25206348299980164,-3.1058170795440674
1,1,1,0.6135768294334412,-1.0216931104660034,-0.4884498119354248,-3.6329429149627686
1,2,0,0.5421640872955322,-1.935581088066101,-1.1599702835083008,-0.6121864914894104
1,1,1,0.9939688444137573,-5.161302089691162,-0.006049416493624449,-8.121914863586426
1,0,0,0.5811161994934082,-0.5428045392036438,-1.0283381938934326,-2.7922523021698
1,0,0,0.8237317204475403,-0.1939103901386261,-1.7964376211166382,-4.567926406860352
1,1,1,0.9498953223228455,-3.3693108558654785,-0.05140348896384239,-4.154647350311279
1,1,1,0.926671028137207,-2.671398162841797,-0.07615665346384048,-5.478999614715576
1,1,1,0.9782260060310364,-3.871769905090332,-0.022014545276761055,-6.956478118896484
1,1,1,0.9857789278030396,-4.4134931564331055,-0.014323160983622074,-6.161876678466797
1,1,1,0.9365674257278442,-3.1012253761291504,-0.06553376466035843,-3.9933135509490967
1,1,1,0.9956144094467163,-5.7133402824401855,-0.004395235329866409,-6.82710075378418
1,1,1,0.9927585124969482,-5.55850887298584,-0.007267834153026342,-5.687838554382324
1,1,1,0.7987520098686218,-2.14949369430542,-0.22470475733280182,-2.4685826301574707
1,1,1,0.9892723560333252,-4.733086585998535,-0.010785600170493126,-6.251041412353516
1,1,1,0.9987831711769104,-7.0884928703308105,-0.001217569806613028,-7.869560241699219
1,1,1,0.9966803789138794,-6.182009696960449,-0.003325143363326788,-6.681879043579102
1,2,0,0.6334302425384521,-2.230907440185547,-1.3503912687301636,-0.4566054046154022
1,2,0,0.8234260678291321,-2.5956056118011475,-2.2830445766448975,-0.19428151845932007
1,0,0,0.5118696093559265,-0.6696853637695312,-0.7318530678749084,-4.945743083953857
2,0,0,0.8262554407119751,-0.19085130095481873,-2.2100367546081543,-2.748124122619629
1,1,1,0.9797812700271606,-3.924452304840088,-0.02042592689394951,-7.671724796295166
1,1,1,0.6584274768829346,-1.6916155815124512,-0.4179008901119232,-1.849277377128601
1,1,1,0.8627256155014038,-2.0741899013519287,-0.1476585865020752,-4.455356597900391
1,2,0,0.9293163418769836,-3.263650417327881,-3.4285144805908203,-0.07330607622861862
1,1,1,0.9329141974449158,-2.848388433456421,-0.06944204866886139,-4.694203853607178
2,1,0,0.48656606674194336,-1.4893845319747925,-0.720382571220398,-1.2450637817382812
1,1,1,0.9988824725151062,-7.207672595977783,-0.0011181524023413658,-7.884231090545654
2,1,0,0.5557305216789246,-0.9943339824676514,-0.5874717831611633,-2.5996487140655518
1,1,1,0.9831342697143555,-4.8218159675598145,-0.01700957678258419,-4.7314677238464355
1,1,1,0.9962604641914368,-6.166841506958008,-0.003746545407921076,-6.412066459655762
1,1,1,0.9292450547218323,-3.2958030700683594,-0.07338278740644455,-3.3897628784179688
1,1,1,0.9024381041526794,-2.493500232696533,-0.10265517234802246,-4.203604698181152
1,1,1,0.7982559204101562,-1.7512069940567017,-0.22532610595226288,-3.569149971008301
1,1,1,0.9448314905166626,-2.979478120803833,-0.056748684495687485,-5.437774181365967
1,1,1,0.9307821393013,-3.0068767070770264,-0.07173003256320953,-3.9234893321990967
2,0,0,0.5886297821998596,-0.5299578309059143,-0.9186974763870239,-4.395573616027832
0,2,0,0.5913398265838623,-1.3620529174804688,-1.8804216384887695,-0.5253643989562988
